"Id","Name","Country","City","No of employees","Total Assets (m USD)","Op. Rev. (m USD)","Shareholders funds (m USD)","P/L before tax (m USD)"
"USC2-61409","BOEING AEROSPACE - TAMS INC","US","CHICAGO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131964461L","BOEING AEROSPACE & ELECTRIC","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC200002353L","BOEING AEROSPACE & ELECTRONICS","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC148029822L","BOEING AEROSPACE & ELECTRONICS IR","US","IRVING","n.a.","n.a.","n.a.","n.a.","n.a."
"MYC281400-T","BOEING AEROSPACE (MALAYSIA) SDN. BHD.","MY","WILAYAH PERSEKUTUAN","n.a.","3","2","3","0"
"USC164221761L","BOEING AEROSPACE CSC","US","FORT RUCKER","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132169283L","BOEING AEROSPACE KENT SPACE CENTER","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61410","BOEING AEROSPACE LTD","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61411","BOEING AEROSPACE MIDDLE EAST LTD","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC123055210L","BOEING AEROSPACE OP","US","LOMPOC","n.a.","n.a.","n.a.","n.a.","n.a."
"USC252910928L","BOEING AEROSPACE OPER","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC126974245L","BOEING AEROSPACE OPERATION","US","GOLDSBORO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61412","BOEING AEROSPACE OPERATIONS INTERNATIONAL INC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USCAK-10044365","BOEING AEROSPACE OPERATIONS, INC.","US","ST. LOUIS, MO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC189862629L","BOEING AEROSPACE OPS","US","OFFUTT AFB","n.a.","n.a.","n.a.","n.a.","n.a."
"AUC103165466","BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED","AU","SYDNEY","100","390","317","57","n.a."
"USC131980605L","BOEING AIR TRAFFIC MANAGEMENT","US","MC LEAN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61413","BOEING AIRBORNE SURVEILLANCE ENTERPRISES INC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC251602496L","BOEING AIRCRAFT & MISSLE","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC161560500L","BOEING AIRCRAFT & MISSLES","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149727960L","BOEING AIRCRAFT CO","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC201002436L","BOEING AIRCRAFT CO","US","WICHITA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC323345690L","BOEING AIRCRAFT HOLDING CO","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132169297L","BOEING AIRCRAFT HOLDING CO","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC290800151L","BOEING AIRCRAFT HOLDING CO","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC125657433L","BOEING AIRCRAFT MISSILE DIVISION","US","SAINT CHARLES","n.a.","n.a.","n.a.","n.a.","n.a."
"USC142576720L","BOEING AIRFORCE BASE","US","WASHINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC144660659L","BOEING AIROSPACE INC","US","ARNOLD","n.a.","n.a.","n.a.","n.a.","n.a."
"SGC201536655Z","BOEING ASIA PACIFIC AVIATION SERVICES PTE. LTD.","SG","SINGAPORE","n.a.","85","51","60","-8"
"SGC201523762G","BOEING ASIA PACIFIC PTE. LTD.","SG","SINGAPORE","n.a.","1","0","1","0"
"HKC0000280749","BOEING ASIA TRAINING HOLDINGS LIMITED","HK",,"80","n.a.","n.a.","n.a.","n.a."
"USC165098646L","BOEING AUBURN MEDICAL","US","AUBURN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC136780970L","BOEING AUBURN PLANT","US","AUBURN","n.a.","n.a.","n.a.","n.a.","n.a."
"AUC113410049","BOEING AUSTRALIA COMPONENT REPAIRS PTY LTD","AU","SYDNEY","7","n.a.","n.a.","n.a.","n.a."
"AUC101168932","BOEING AUSTRALIA HOLDINGS PROPRIETARY LIMITED","AU","SYDNEY","3,825","1,101","1,044","840","110"
"USC132090022L","BOEING AUTOMETIC INC","US","FREDERICKSBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"USC134233583L","BOEING AUTOMETRIC","US","SAN ANTONIO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131954320L","BOEING AUTOMETRIC","US","SPRINGFIELD","n.a.","n.a.","n.a.","n.a.","n.a."
"USC147957450L","BOEING AUTOMOTIVE","US","EL PASO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC188740278L","BOEING AUTOMOTIVE","US","EL PASO","n.a.","n.a.","n.a.","n.a.","n.a."
"BRC05818921000180","BOEING BRASIL SERVICOS TECNICOS AERONAUTICOS LTDA","BR","SAO JOSE DOS CAMPOS","16","n.a.","5","n.a.","n.a."
"CAC132668446L","BOEING CANADA ARNPRIOR DIVISION","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668447L","BOEING CANADA ARNPRIOR DIVISION","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC2-61297","BOEING CANADA HOLDING LTD","CA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668448L","BOEING CANADA INTRA CANADA & OVERSEAS US","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668453L","BOEING CANADA TECHNOLOGY ARNPRIOR DIVISION","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668520L","BOEING CANADA TECHNOLOGY LTD","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC163491027L","BOEING CANADA TECHNOLOGY LTD","CA","WINNIPEG","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123055207L","BOEING CAPITAL","US","VICTORVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC140964021L","BOEING CAPITAL","US","EDWARDS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149193668L","BOEING CAPITAL CORP","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149190447L","BOEING CAPITAL CORP","US","LONG BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USB952564584","BOEING CAPITAL CORPORATION","US","RENTON, WA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC262468724L","BOEING CAPITAL LOAN CORPORATION","US","LAS VEGAS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61435","BOEING CAPITAL SECURITIES INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC123269407L","BOEING CAPITAL SERVICES CORP","US","LONG BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132090023L","BOEING CAPITAL WASHINGTON CORP","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"DEC6210212711","BOEING CAS GMBH","DE","NEU-ISENBURG","n.a.","129","n.a.","129","n.a."
"DEC6210212817","BOEING CAS HOLDING GMBH","DE","NEU-ISENBURG","12","n.a.","n.a.","n.a.","n.a."
"USC224298008L","BOEING CHARLESTON","US","NORTH CHARLESTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132283206L","BOEING CHINA INC","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149273655L","BOEING CO","US","NORTH CHARLESTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131857198L","BOEING CO","US","SALT LAKE CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC163899882L","BOEING CO","US","EL SEGUNDO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123269401L","BOEING CO","US","LONG BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123489096L","BOEING CO","US","LONG BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC124072279L","BOEING CO","US","SEAL BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149106643L","BOEING CO - ELECTRONIC SYSTEMS","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC241051109L","BOEING CO AISF LAB","US","TINKER AFB","n.a.","n.a.","n.a.","n.a.","n.a."
"USC223143683L","BOEING CO AT MCCHORD AIR FORCE BASE","US","STEILACOOM","n.a.","n.a.","n.a.","n.a.","n.a."
"USC230574581L","BOEING CO C-17 SPARES SUPPORT BUILDING","US","DAYTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC150014433L","BOEING CO C40C","US","SCOTT AIR FORCE BASE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149100420L","BOEING CO COMMERCIAL AIRPLANES","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC150127210L","BOEING CO DOOR","US","DOVER AFB","n.a.","n.a.","n.a.","n.a.","n.a."
"USC164784117L","BOEING CO EXOSTAR","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC126967312L","BOEING CO FIRST PROGRAM","US","CHERRY POINT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149190455L","BOEING CO HELICOPTER DIVISION","US","MESA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC230276762L","BOEING CO LM","US","LA MIRADA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC125562150L","BOEING CO MCDONNELL DOUGLAS","US","SAINT CHARLES","n.a.","n.a.","n.a.","n.a.","n.a."
"USC150074064L","BOEING CO MCGUIRE AIR FORCE BASE","US","TRENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC189862893L","BOEING CO R","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC141556770L","BOEING CO SBCH","US","SEAL BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149141776L","BOEING CO SPACE COAST OPERATIONS","US","TITUSVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC144018843L","BOEING CO WICHITA TECH LIBRARY","US","WICHITA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132554141L","BOEING COMM","US","EVERETT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132186112L","BOEING COMM AIRPLANE BCA 614 RENTON F","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132113512L","BOEING COMM AIRPLANE GROUP","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131597068L","BOEING COMM AIRPLANE GROUP","US","WICHITA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC220719413L","BOEING COMMERCIAL AIRPLANE CON","US","AUBURN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149100403L","BOEING COMMERCIAL AIRPLANE GROUP","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149100419L","BOEING COMMERCIAL AIRPLANE GROUP EVERETT DIVISION","US","EVERETT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC228139937L","BOEING COMMERCIAL AIRPLANES CHAR","US","DALLAS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149447097L","BOEING COMMERCIAL AIRPLANES GROUP","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"GBC08186759","BOEING COMMERCIAL AVIATION SERVICES EUROPE LIMITED","GB","LONDON","146","444","869","211","16"
"USC165595527L","BOEING COMMERCIAL SPACE","US","AUBURN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC320398985L","BOEING COMMERCIAL SPACE CO","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61437","BOEING COMMERCIAL SPACE COMPANY","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC221305997L","BOEING COMMERICAL AIRPLANE CO","US","AUBURN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149142877L","BOEING COMPANY LONG BEACH DIVISION","US","LONG BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149342933L","BOEING COMPNAY","US","CHEYENNE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC185717709L","BOEING CONCRETE INC","US","PRESCOTT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61505","BOEING CONSTRUCTORS INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC187281039L","BOEING COURT PARTNERS","US","LIVERMORE","n.a.","n.a.","n.a.","n.a.","n.a."
"CYCC225267","BOEING CYPRUS HOLDINGS LIMITED","CY","NICOSIA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133165465L","BOEING DATA SHIPPING","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"AUC006678119","BOEING DEFENCE AUSTRALIA LTD","AU","SYDNEY","n.a.","534","322","311","73"
"GBC01290439","BOEING DEFENCE UK LIMITED","GB","LONDON","1,191","276","388","156","34"
"USC165477858L","BOEING DEFENSE & SPACE GROUP","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC256187819L","BOEING DEFENSE SPACE & SECURITY","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123264490L","BOEING DEFENSE SPACE & SECURITY","US","EDWARDS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132199071L","BOEING DEFENSE SPACE & SECURITY","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131597076L","BOEING DEFENSE SPACE GROUP","US","WICHITA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131220554L","BOEING DELTA II","US","CAPE CANAVERAL","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131016996L","BOEING DELTA IV","US","ORLANDO","n.a.","n.a.","n.a.","n.a.","n.a."
"DKC36069090","BOEING DENMARK APS","DK","FREDERIKSBERG","1","129","n.a.","36","2"
"DEC8171083317","BOEING DEUTSCHLAND GMBH","DE","BERLIN","501","1,026","284","935","53"
"USC163456611L","BOEING DEVELOPMENTAL CENTER","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC317403071L","BOEING DIST","US","COPPELL","n.a.","n.a.","n.a.","n.a.","n.a."
"USC209920029L","BOEING DISTRIBUTION SERVICE INC","US","DALLAS","n.a.","n.a.","n.a.","n.a.","n.a."
"CHCCHE328176819","BOEING DISTRIBUTION SERVICES GMBH","CH","BERN","75","n.a.","n.a.","n.a.","n.a."
"HUC14775529","BOEING DISTRIBUTION SERVICES HUNGARY KORLÁTOLT FELELOSSÉGU TÁRSASÁG","HU","PÁPA","3","3","3","0","0"
"GBC09337413","BOEING DISTRIBUTION SERVICES I LIMITED","GB","LONDON","n.a.","39","n.a.","-28","-3"
"GBC04070227","BOEING DISTRIBUTION SERVICES II LIMITED","GB","LONDON","n.a.","34","n.a.","34","n.a."
"GBC00446288","BOEING DISTRIBUTION SERVICES III LIMITED","GB","LONDON","n.a.","38","12","37","0"
"USC471639172","BOEING DISTRIBUTION SERVICES INC.","US","WELLINGTON","3,000","3,790","1,741","2,270","141"
"GBC03576925","BOEING DISTRIBUTION SERVICES IV LIMITED","GB","LONDON","n.a.","2","1","2","1"
"SGC200503266R","BOEING DISTRIBUTION SERVICES PTE. LIMITED","SG","SINGAPORE","n.a.","3","3","2","0"
"AUC109173515","BOEING DISTRIBUTION SERVICES PTY LTD","AU","SYDNEY","n.a.","6","4","2","0"
"ITC08505330962","BOEING DISTRIBUTION SERVICES S.R.L.","IT","MILANO","28","2","3","1","1"
"FRC311551980","BOEING DISTRIBUTION SERVICES SAS","FR","SENLIS","69","45","11","43","2"
"PLC180083360","BOEING DISTRIBUTION SERVICES SP. Z O.O.","PL","RZESZOW","n.a.","1","2","1","1"
"USC132283203L","BOEING DOMESTIC SALES CORP","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123100153L","BOEING ELECTRON DYNAMIC DEVICE","US","TORRANCE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123100156L","BOEING ELECTRON DYNAMIC DEVICES INC","US","TORRANCE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61443","BOEING ENTERPRISES AUSTRALIA INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC229503479L","BOEING ESC/G GROUP","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"NLC72652934","BOEING EUROPE B.V.","NL","AMSTERDAM","n.a.","n.a.","n.a.","n.a.","n.a."
"GBC09463401","BOEING EUROPEAN HOLDINGS LIMITED","GB","LONDON","n.a.","9","325","9","43"
"USC148556480L","BOEING FABRICATION DIVISION","US","AUBURN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC148882737L","BOEING FEILD CHEVRON","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC134576326L","BOEING FIELD CHEVRON MINI MART","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC287549303L","BOEING FINANCIAL CORP","US","DORAL","n.a.","n.a.","n.a.","n.a.","n.a."
"FIC26725624","BOEING FINLAND OY","FI","HELSINKI","n.a.","6","1","5","0"
"USC165529788L","BOEING FLIGHT TEST CENTER","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"FRC818092132","BOEING FRANCE SAS","FR","PARIS","n.a.","27","17","5","3"
"USC149785078L","BOEING GALLERY","US","EVERETT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC291636926L","BOEING GLOBAL HOLDINGS CORP","US","WILMINGTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61442","BOEING GLOBAL SALES CORPORATION","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61444","BOEING HUNGARY INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC149106647L","BOEING HUNTSVILLE","US","HUNTSVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC128832070L","BOEING INC","US","OKLAHOMA CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"INC0012339792","BOEING INDIA DEFENSE PRIVATE LIMITED","IN","DELHI","n.a.","34","33","19","4"
"INC0017665518","BOEING INDIA PRIVATE LIMITED","IN","BANGALORE","n.a.","131","118","98","15"
"INC0000400851","BOEING INDIA PROPERTY MANAGEMENT PRIVATE LIMITED","IN","MUMBAI CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131955582L","BOEING INTEGRATED DEFENSE SYSTEM","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149190407L","BOEING INTEGRATED DEFENSE SYSTEMS","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC141509466L","BOEING INTEGRATED DESENSE SYSTEM","US","RIDGECREST","n.a.","n.a.","n.a.","n.a.","n.a."
"USC262468727L","BOEING INTELLECTUAL PROPERTY LICENSING COMPANY","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133453026L","BOEING INTERGRAFTED DEFENSE SYSTEMS","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC129800950L","BOEING INTERNATIONAL CORP","US","CHICAGO","n.a.","n.a.","n.a.","n.a.","n.a."
"BMC24312R","BOEING INTERNATIONAL HOLDINGS, LTD.","BM",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61441","BOEING INTERNATIONAL LOGISTICS SPARES INC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61532","BOEING INTERNATIONAL SALES CORPORATION","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"SAC2-61496","BOEING INTERNATIONAL SUPPORT SYSTEMS COMPANY SAUDI ARABIA LTD","SA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61436","BOEING INVESTMENT COMPANY INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"IEC336505","BOEING IRELAND LIMITED","IE","DUBLIN","59","20","19","5","1"
"ITC13464401002","BOEING ITALIA S.R.L.","IT","ROMA","128","34","31","16","1"
"JPC2-61470","BOEING JAPAN KABUSHIKI KAISHA","JP",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC132178167L","BOEING K SC","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC255458978L","BOEING KENT BENAROYA","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"KRC1101140038627","BOEING KOREA LLC.","KR","SEOUL","n.a.","87","50","78","8"
"USC2-61445","BOEING KUWAIT INC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123242839L","BOEING LAUNCH SERVICES INC","US","HUNTINGTON BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC200076702L","BOEING LICENSED TRANSPORTATION","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC317858945L","BOEING LLC","US","ORLANDO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC130813785L","BOEING LOGISTICS SPARES INC","US","FOREST PARK","1","n.a.","0","n.a.","n.a."
"USC132179070L","BOEING LONGACRES PROJECT","US","RENTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC136854721L","BOEING MACON","US","LONG BEACH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132225087L","BOEING MANAGEMENT CO","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC120080496L","BOEING MCDONNELL DOUGLAS","US","MESA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC177322029L","BOEING MCDONNELL DOUGLAS CORP","US","SAINT LOUIS","n.a.","n.a.","n.a.","n.a.","n.a."
"MXCBMS1106286C5","BOEING MEXICO SERVICE COMPANY SRL","MX",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC208790124L","BOEING MICROGRAPHICS","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132283205L","BOEING MIDDLE EAST LTD","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC131857203L","BOEING MILITARY AIRCRAFT","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"NLC34247907","BOEING NETHERLANDS B.V.","NL","AMSTERDAM","107","1,612","n.a.","1,544","27"
"USC245241677L","BOEING NEVADA, INC.","US","LAS VEGAS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123707565L","BOEING NORTH AMERICA BOEILI","US","PALMDALE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC129468234L","BOEING NORTH AMERICA BOEILI","US","DYESS AFB","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123481846L","BOEING NORTH AMERICA INC","US","DOWNEY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC128182840L","BOEING NORTH AMERICAN NONTAX","US","TULSA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132450847L","BOEING NORTH AMERICAN SERVICE","US","HERNDON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149141763L","BOEING NORTH AMERICAN SERVICES INC","US","RICHARDSON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61351","BOEING NORTH AMERICAN SPACE ALLIANCE COMPANY","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC136580789L","BOEING NORTH AMERICAN SPACE OPER","US","PITTSBURGH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123868550L","BOEING NORTHAMERICA","US","ANAHEIM","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123707561L","BOEING NORTHAMERICA","US","ANAHEIM","n.a.","n.a.","n.a.","n.a.","n.a."
"NOC999148018","BOEING NORWAY AS","NO","SANDNES","2","126","23","30","1"
"NOC990507767","BOEING NORWEGIAN HOLDINGS AS","NO","SANDNES","n.a.","28","0","28","0"
"CAC132668415L","BOEING OF CANADA","CA","WINNIPEG","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668414L","BOEING OF CANADA","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668417L","BOEING OF CANADA LTD","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668416L","BOEING OF CANADA LTD","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"USCSTAT89227003","BOEING OF CANADA LTD (USA)","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"CAC132668419L","BOEING OF CDA LTD","CA","ARNPRIOR","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61353","BOEING OFFSET COMPANY INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC132283202L","BOEING OPERATIONS INTERNATIONAL INC","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61356","BOEING OVERSEAS INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC269080721L","BOEING PARTNERS LLC","US","EL PASO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC148835228L","BOEING PHANTOM WORKS INC","US","SEATTLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61357","BOEING PHANTOM WORKS INVESTMENTS INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC133270937L","BOEING PO434167","US","KENT","n.a.","n.a.","n.a.","n.a.","n.a."
"USC130357887L","BOEING PRECISION GEAR","US","CHICAGO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC132307754L","BOEING PROPULSION SYSTEMS","US","TUKWILA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-61360","BOEING QATAR INC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC149190439L","BOEING REALTY CORP","US","IRVINE","n.a.","n.a.","n.a.","n.a.","n.a."
"ESCB83053835","BOEING RESEARCH & TECHNOLOGY EUROPE SL","ES","MADRID","52","17","13","11","1"
