"Id","Name","Country","City","No of employees","Total Assets (m USD)","Op. Rev. (m USD)","Shareholders funds (m USD)","P/L before tax (m USD)"
"CLC767240503","INVERSIONES WALMART CHILE LIMITADA","CL","SANTIAGO","n.a.","n.a.","n.a.","n.a.","n.a."
"INC0007998016","JADE ESERVICES PRIVATE LIMITED","IN","DELHI","n.a.","56","34","-51","-26"
"INC0004746745","JEEVES CONSUMER SERVICES PRIVATE LIMITED","IN","BANGALORE","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200300041307","JERZY INVESTMENTS (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC264152222L","JET COM","US","HOBOKEN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC292602512L","JET COM RETURNS","US","MOUNT JULIET","n.a.","n.a.","n.a.","n.a.","n.a."
"USC141383399L","JETCOM INC","US","NORTH LITTLE ROCK","1","n.a.","0","n.a.","n.a."
"ZAC199601218107","JUMBO CASH AND CARRY (PTY) LTD","ZA","SANDTON","770","n.a.","n.a.","n.a.","n.a."
"ZMC0001261492","JUMBO WHOLESALE ZAMBIA LIMITED","ZM",,"n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757427","KANGELA","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"MZC2-225198","KANGELA S.A.","MZ",,"n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757425","KAWENA DISTRIBUTORS","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"GBCJE87293","KENT NOMINEE 1 LIMITED","GB","SAINT HELIER","n.a.","n.a.","n.a.","n.a.","n.a."
"GBCJE87294","KENT NOMINEE 2 LIMITED","GB","SAINT HELIER","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200300748307","KIMBERLEY CASH AND CARRY (PTY) LTD","ZA","SUNNINGHILL EXT 6","82","1,870","6,224","470","n.a."
"INC0004132898","KITPAY PRIVATE LIMITED","IN","BANGALORE","n.a.","3","0","3","-1"
"ZAC200202453807","KLERKSDORP CASH AND CARRY (PTY) LTD","ZA","SANDTON","120","1,870","6,224","470","n.a."
"SGC201503480K","KLICK2SHOP LOGISTICS SERVICES INTERNATIONAL PRIVATE LIMITED","SG","SINGAPORE","n.a.","572","0","572","0"
"GBC07443319","KOBER LIMITED","GB","NORMANTON","660","31","155","15","2"
"CNC9365448732","KUNMING HAOFANGLIN TRADING CO.,LTD","CN","YUNNAN KUNMING CITY","n.a.","8","28","n.a.","n.a."
"ZAC200202830407","KWA - UMZINTO TRADING (PTY) LTD","ZA","PIETERMARITZBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC199901609007","KWAHARDING TRADING (PTY) LTD","ZA",,"83","n.a.","n.a.","n.a.","n.a."
"ZAC200300637107","KWA-MOUNT CURRIE LIQUORS (PTY) LTD","ZA","PIETERMARITZBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200202832307","KWA-NONGOMA TRADING (PTY) LTD","ZA","PIETERMARITZBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200302451907","KWA-PMB TRADING (PTY) LTD","ZA","PIETERMARITZBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200202839207","KWA-PORT SHEPSTONE TRADING (PTY) LTD","ZA","PIETERMARITZBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC201642591207","LEMALUX (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"CLC789686106","LIDER DOMICILIO VENTAS Y DISTRIBUCION LIMITADA","CL","SANTIAGO","n.a.","n.a.","5","n.a.","n.a."
"CLC789542007","LOGISTICA TRANSPORTE Y SERVICIOS LTS LIMITADA","CL","SANTIAGO","n.a.","n.a.","36","n.a.","n.a."
"CWCEBI322210","LONGA FASHION N.V.","CW","CURAÇAO","n.a.","n.a.","n.a.","n.a.","n.a."
"LUCLB175672","MAIN STREET 1021 (PROPRIETARY) LIMITED SARL","LU","LUXEMBOURG","n.a.","n.a.","n.a.","n.a.","n.a."
"LUC*948018469","MAIN STREET 823 (PROPRIETARY) SARL","LU",,"n.a.","n.a.","n.a.","n.a.","n.a."
"LUCLB158591","MAIN STREET 824 (PROPRIETARY) LIMITED SARL","LU","LUXEMBOURG","n.a.","865","n.a.","-1,084","n.a."
"IEC*948018454","MAIN STREET 824 (PROPRIETARY) LIMITED","IE",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC201001792707","MAIN STREET 824 (PTY) LTD","ZA","JOHANNESBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC201001683907","MAIN STREET 830 (PTY) LTD","ZA","JOHANNESBURG","97","n.a.","n.a.","n.a.","n.a."
"NAC0000354318","MAKRO (NAMIBIA) (PROPRIETARY) LIMITED","NA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC198000636407","MAKRO SOUTHERN AFRICA (PTY) LTD","ZA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757414","MANZINI","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CLC995859602","MAQUINSA EQUIPAMIENTO LIMITADA","CL","SANTIAGO","n.a.","n.a.","36","n.a.","n.a."
"LSC199391R","MASERU CASH AND CARRY (PTY) LTD","LS","MASERU","n.a.","n.a.","0","n.a.","n.a."
"MUC*948018488","MASSART INTERNATIONAL HOLDINGS LIMITED","MU",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200403520607","MASSBUILD (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC198700121407","MASSCASH (PTY) LTD","ZA","SANDTON","n.a.","2,493","6,913","493","n.a."
"ZAC199701471607","MASSCASH HOLDINGS (PTY) LTD","ZA","EAST LONDON","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC198800617607","MASSCASH RETAIL LIQUORS (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"YYC2-225214","MASSCASH SWAZILAND (PTY) LTD","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC197101081507","MASSDISCOUNTERS (PTY) LTD","ZA",,"3,500","n.a.","n.a.","n.a.","n.a."
"ZAC201428659907","MASSFRESH MEATS (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200201796107","MASSMART DOMESTIC TREASURY MANAGEMENT COMPANY (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200902321607","MASSMART FRESH SUPPLIES (PTY) LTD","ZA","SANDTON","40","n.a.","n.a.","n.a.","n.a."
"ZAC194001406606","MASSMART HOLDINGS LIMITED","ZA","SANDTON","48,500","2,419","6,342","454","88"
"MUC0000025904","MASSMART INTERNATIONAL HOLDINGS LIMITED","MU","EBENE","50","n.a.","n.a.","n.a.","n.a."
"ZAC199200408407","MASSMART MANAGEMENT AND FINANCE COMPANY (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"MZC2-225179","MASSMART PROPERTY COMPANY LTDA","MZ",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200301154507","MASSMART SERVICES (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC198300193607","MASSMART TRADE (PTY) LTD","ZA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC199100680507","MASSTORES (PTY) LTD","ZA","SANDTON","n.a.","2,493","n.a.","512","n.a."
"NAC2-10319","MASSTRADE NAMIBIA (PTY) LTD","NA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"NGC2-225180","MASSWAREHOUSE LTD","NG",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC199901910607","MATAT BAKERY (PTY) LTD","ZA","PIETERMARITZBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757408","MC MEAT DISTRIBUTORS","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"GBC02127156","MCLAGAN INVESTMENTS LIMITED","GB","LEEDS","3","5,589","555","2,177","305"
"USC*948018532","MCLM III LLC","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC196800567307","MEAT GALORE (PTY) LTD","ZA","SANDTON","n.a.","1,870","3,059","n.a.","n.a."
"YYC*110190757406","MICA - NORWOOD","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757405","MICA - SOUTH COAST MALL","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757411","MICA - UMHLANGA","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200102210707","MICAWBER 269 (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757424","MIKEVA","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200801626307","MIKEVA CASH AND CARRY (PTY) LTD","ZA","SUNNINGHILL EXT 6","180","1,870","n.a.","n.a.","n.a."
"INC0000211221","MINTKART INDIA PRIVATE LIMITED","IN","MUMBAI","n.a.","9","0","-27","0"
"VGC*948018409","MMVI CHINA INVESTMENT COMPANY","VG",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC220393151L","MOD CLOTH","US","PITTSBURGH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC258228299L","MODCLOTH","US","SPARKS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC203621820L","MODCLOTH INC","US","PITTSBURGH","n.a.","n.a.","n.a.","n.a.","n.a."
"USC240539639L","MODCLOTH INC","US","SAN FRANCISCO","n.a.","n.a.","n.a.","n.a.","n.a."
"LUCLB155964","MUENSBACH NORCO SARL","LU","LUXEMBOURG","n.a.","n.a.","n.a.","n.a.","n.a."
"INC0007692608","MYNTRA DESIGNS PRIVATE LIMITED","IN","BANGALORE","n.a.","182","157","-89","-78"
"USCWOR0000604915","MYNTRA INC.","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"INC0014332468","MYNTRA JABONG INDIA PRIVATE LIMITED","IN","BANGALORE","n.a.","0","0","0","0"
"ZAC200501866907","MYSTIC BLUE TRADING 66 (PTY) LTD","ZA","SUNNINGHILL EXT 6","n.a.","n.a.","n.a.","n.a.","n.a."
"CNC9363561227","NANCHANG TRUST-MART GENERAL MERCHANDISE COMMERCE CO., LTD.","CN","JIANGXI NANCHANG CITY","n.a.","4","22","n.a.","n.a."
"USC276259037L","NEW MOOSEJAW LLC","US","MADISON HEIGHTS","8","n.a.","2","n.a.","n.a."
"IEC629278","NEWGRANGE PLATINUM SERVICES LIMITED","IE","DUBLIN 4","n.a.","n.a.","n.a.","n.a.","n.a."
"HKC0005972543","NEWHEIGHT CORPORATION LIMITED","HK","CAUSEWAY BAY","n.a.","n.a.","n.a.","n.a.","n.a."
"KYCWOR0000036442","NEWHEIGHT HOLDINGS LTD","KY",,"n.a.","n.a.","n.a.","n.a.","n.a."
"GBC02876040","NORDICLINE LIMITED","GB","LEEDS","n.a.","3","n.a.","-1","n.a."
"INC0015834766","NOVARRIS FASHION TRADING PRIVATE LIMITED","IN","GURGAON","n.a.","5","16","-30","n.a."
"MXCNWM9709244W4","NUEVA WAL MART DE MEXICO S DE RL DE CV","MX",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC199700242107","NYOSI TRADING (PTY) LTD","ZA",,"50","n.a.","n.a.","n.a.","n.a."
"GTC28914144111","OPERADORA DE TIENDAS","GT",,"n.a.","n.a.","n.a.","n.a.","n.a."
"SVC*190521669944","OPERADORA DEL SUR, S.A. DE C.V.","SV",,"n.a.","n.a.","n.a.","n.a.","n.a."
"MXCOSU800131NS5","OPERADORA SUBURBIA SA DE CV","MX","TLAQUEPAQUE","7,501","n.a.","35","n.a.","n.a."
"MXCOWMO1IO23AWA","OPERADORA WAL MART S DE RL DE CV","MX","AZCAPOTZALCO","n.a.","10","11","7","1"
"USC259522520L","PARCEL INC","US","BROOKLYN","15","n.a.","3","n.a.","n.a."
"ZAC198800619007","PHILLIPI CASH AND CARRY (PTY) LTD","ZA","SANDTON","n.a.","1,870","6,224","470","n.a."
"INC0010395652","PHONEPE PRIVATE LIMITED","IN","DELHI","n.a.","32","3","16","-20"
"SGC201222649R","PHONEPE PRIVATE LIMITED","SG","SINGAPORE","n.a.","554","0","554","0"
"YYC*110190757407","PIET RETIEF LIQUORS","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200301814807","PORT SHEPSTONE LIQUORS (PTY) LTD","ZA","PIETERMARITZBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"GBC04160026","PORTH INVESTMENTS LIMITED","GB","LEEDS","3","80","2","79","4"
"GBC06222064","POWER4ALL LIMITED","GB","LEEDS","4","205","168","18","3"
"YYC*918499256","PRESTO CORREDORES DE SEGURO Y GESTION FINANCIERA S.A.","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CLC765190800","PRESTO TELECOMUNICACIONES LIMITADA","CL","SANTIAGO","n.a.","n.a.","0","n.a.","n.a."
"ZAC200400673407","PRETORIA WEST CASH AND CARRY (PTY) LTD","ZA","SANDTON","50","n.a.","n.a.","n.a.","n.a."
"INC0015271764","PRETR ONLINE SERVICES PRIVATE LIMITED","IN","MUMBAI","n.a.","n.a.","n.a.","n.a.","n.a."
"USC242198078L","PUNCHTAB INC","US","PALO ALTO","n.a.","n.a.","n.a.","n.a.","n.a."
"KYC*948018426","QOMOLANGMA HOLDINGS LTD","KY",,"n.a.","n.a.","n.a.","n.a.","n.a."
"SGC201503058C","QUICKROUTES INTERNATIONAL PRIVATE LIMITED","SG","SINGAPORE","n.a.","118","0","116","-1"
"ZAC198700129507","QWA QWA CASH AND CARRY (PTY) LTD","ZA","SANDTON","n.a.","n.a.","0","n.a.","n.a."
"GBC05050814","REACH BELVEDERE LIMITED","GB","LEEDS","n.a.","0","n.a.","0","n.a."
"ZAC194602071907","ROSPALL INVESTMENTS (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC147378297L","SAM CLUB","US","WEST MIFFLIN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC120543214L","SAM CLUB","US","SPARTANBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133287657L","SAM CLUB","US","MIRAMAR","n.a.","n.a.","n.a.","n.a.","n.a."
"USC143479805L","SAM CLUB","US","O FALLON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC146518762L","SAM S","US","BOYNTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC147739076L","SAM S WHOLESALE CLUB","US","LUBBOCK","n.a.","n.a.","n.a.","n.a.","n.a."
"USC230817146L","SAMS # 8125 VENDOR","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC220349426L","SAMS # 8125 VENDOR","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC127306669L","SAMS CLUB","US","ROSWELL","n.a.","n.a.","n.a.","n.a.","n.a."
"USC123507349L","SAMS CLUB","US","LOVELAND","n.a.","n.a.","n.a.","n.a.","n.a."
"USC199282986L","SAMS CLUB","US","SPRINGFIELD","n.a.","n.a.","n.a.","n.a.","n.a."
"USC130568844L","SAMS CLUB","US","WATERLOO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC134293307L","SAMS CLUB","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC136949797L","SAMS CLUB","US","ATLANTA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC137065658L","SAMS CLUB","US","RIVERSIDE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149264002L","SAMS CLUB","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC120005406L","SAMS CLUB","US","SEARCY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC196760490L","SAMS CLUB 1 HOUR PHOTO CENTER","US","JOHNSON CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC265592507L","SAMS CLUB 1 HR PHOTO","US","FLORENCE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC192613503L","SAMS CLUB 18-6355","US","HICKORY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC265121099L","SAMS CLUB 4989 CONNECTION CENTER","US","AUBURN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC196760496L","SAMS CLUB C","US","SACRAMENTO","n.a.","n.a.","n.a.","n.a.","n.a."
"USC263229056L","SAMS CLUB COM","US","GARNER","n.a.","n.a.","n.a.","n.a.","n.a."
"USC223784789L","SAMS CLUB COM","US","LA VERGNE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC164211525L","SAMS CLUB COM","US","IRVING","n.a.","n.a.","n.a.","n.a.","n.a."
"USC267932981L","SAMS CLUB CONNECTION CENTER","US","PRIOR LAKE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC128707199L","SAMS CLUB DISTRIBUTION","US","TAYLOR","n.a.","n.a.","n.a.","n.a.","n.a."
"USC200957793L","SAMS CLUB DISTRIBUTION CENTER","US","HAGERSTOWN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC202085832L","SAMS CLUB DISTRIBUTION CENTER","US","LAS VEGAS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC166357083L","SAMS CLUB DISTRIBUTION CENTER","US","NEW BRAUNFELS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC120226156L","SAMS CLUB DISTRIBUTION CENTER","US","BUCKEYE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC244264988L","SAMS CLUB FUEL STATION","US","KANSAS CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC265591145L","SAMS CLUB HEARING CENTER","US","ROANOKE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC247601168L","SAMS CLUB HOME IMPR","US","MEMPHIS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC265031024L","SAMS CLUB MAIN STORE LINE","US","DAPHNE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC247442831L","SAMS CLUB MIDWEST CITY","US","OKLAHOMA CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC247366904L","SAMS CLUB ONALASKA","US","ONALASKA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC229104431L","SAMS CLUB PUERTO RICO","US","CAGUAS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133329858L","SAMS CLUB RETURN CENTER","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC247450643L","SAMS CLUB WARWICK JOB","US","NORTH KINGSTOWN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC149875787L","SAMS CLUB8232 DC","US","GREENFIELD","n.a.","n.a.","n.a.","n.a.","n.a."
"USC290908862L","SAMS DCS SAP","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC229354121L","SAMS EAST INC","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-237195","SAMS EAST INC","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC256074977L","SAMS EAST INC","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC270466178L","SAMS HEARING CENTER","US","HOT SPRINGS NATIONAL PARK","n.a.","n.a.","n.a.","n.a.","n.a."
"USC280905383L","SAMS HOME DELIVERY","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC250922888L","SAMS HOME DELIVERY","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC258514376L","SAMS INC","US","HOBBS","n.a.","n.a.","n.a.","n.a.","n.a."
"USCND-39146300","SAM'S PHARMACY 10-6278","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-237196","SAMS PROPERTY COMPANY","US","DELAWARE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC293573555L","SAMS PW INC","US","BENTONVILLE","4","n.a.","0","n.a.","n.a."
"USC237907883L","SAMS REAL ESTATE BUSINESS TRUST","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC238048568L","SAMS REAL ESTATE BUSINESS TRUST","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC2-237197","SAMS REAL ESTATE BUSINESS TRUST","US",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC276629684L","SAMS REAL ESTATE BUSINESS TRUST","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC299519414L","SAMS TOBACCO LLC","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC134770383L","SAMS WALMART STORE","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC178504059L","SAMS WAREHOUSE","US","MINNEAPOLIS","1","n.a.","0","n.a.","n.a."
"USC258733538L","SAMS WEST INC","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC120224030L","SAMS WEST INC","US","BENTONVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USCAK-67940F","SAM'S WEST, INC.","US","LITTLE ROCK, AR","n.a.","n.a.","n.a.","n.a.","n.a."
"USC128938562L","SAMS WHOLESALE CANDYLAND","US","CORPUS CHRISTI","n.a.","n.a.","n.a.","n.a.","n.a."
"USC202029090L","SAMS WHOLESALE CANDYLAND","US","CORPUS CHRISTI","n.a.","n.a.","n.a.","n.a.","n.a."
"USC147552950L","SAMS WHOLESALE CANDYLAND INC","US","CORPUS CHRISTI","n.a.","n.a.","n.a.","n.a.","n.a."
"USC130271911L","SAMS WHOLESALE CLUB","US","ATHENS","n.a.","n.a.","n.a.","n.a.","n.a."
"USC126621551L","SAMS WHOLESALE CLUB","US","OMAHA","n.a.","n.a.","n.a.","n.a.","n.a."
"USC128105582L","SAMS WHOLESALE CLUB","US","WASHINGTON TOWNSHIP","n.a.","n.a.","n.a.","n.a.","n.a."
"USC238735295L","SAMS WHOLESALE INC","US","BELLEVILLE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC324528413L","SAMS WHOLESALE LLC","US","BATON ROUGE","n.a.","n.a.","n.a.","n.a.","n.a."
"USC246352097L","SAMS WHOLESALE LLC","US","DERMA","n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757402","SAVERITE - GHANZI","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*110190757410","SAVERITE - ROMATSWA","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"MZC2-225216","SAVERITE S.A.","MZ",,"n.a.","n.a.","n.a.","n.a.","n.a."
"MXC*918623923","SAW SERVICIOS DE ENVÍO Y TRANSPORTACIÓN, S. DE R.L. DE C.V.","MX",,"n.a.","n.a.","n.a.","n.a.","n.a."
"USC142704297L","SC KIOSK INC","US","ALBANY","n.a.","n.a.","n.a.","n.a.","n.a."
"USC142791183L","SC KIOSK INC","US","CORDELE","n.a.","n.a.","n.a.","n.a.","n.a."
"JPC8011503002037","SEIYU LTD","JP","TOKYO","5,697","4,539","8,661","282","-158"
"JPC5011501011430","SEIYU PROCUREMENT K.K.","JP",,"n.a.","n.a.","n.a.","n.a.","n.a."
"JPC3030001055021","SEIYU SERVICE K.K.","JP",,"n.a.","n.a.","n.a.","n.a.","n.a."
"GBC08753274","SELBY PRODUCE LIMITED","GB","LEEDS","n.a.","0","n.a.","0","n.a."
"YYC*918499270","SERVICIOS DE RECAUDACION PRESTO LTDA","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CLC76587940K","SERVICIOS DE VIAJES Y TURISMO PRESTO LIMITADA","CL","SANTIAGO","n.a.","n.a.","14","n.a.","n.a."
"CLC789710600","SERVICIOS EMPRESARIALES PIONERO LIMITADA","CL","QUILICURA, SANTIAGO","n.a.","n.a.","n.a.","n.a.","n.a."
"CLC*190521566408","SERVICIOS Y ADMINISTRACION DE CREDITOS COMERCIALES PRESTO S.A.","CL","SANTIAGO","n.a.","n.a.","n.a.","n.a.","n.a."
"COC8020219422","SERVICIOS Y COBRANZAS LTDA","CO","BARRANQUILLA","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC194803189707","SERVISTAR (PTY) LTD","ZA","PORT ELIZABETH","721","n.a.","4,918","n.a.","n.a."
"CNC9364540598","SHANGHAI PUDONG TRUST-MART SUPERMARKET CO., LTD.","CN","SHANGHAI","n.a.","39","58","-27","2"
"CNC9361446011","SHENZHEN JIAXIANGREN CHAIN GENERAL MERCHANDISE CO., LTD.","CN","GUANGDONG SHENZHEN CITY","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200001141107","SHEREWA INVESTMENTS (PTY) LTD","ZA","GERMISTON","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC*110190757418","SHIELD BUYING & DISTRIBUTION","ZA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC198401135307","SHIELD BUYING AND DISTRIBUTION (PTY) LTD","ZA","SANDTON","250","758","6,224","n.a.","n.a."
"USC144064146L","SHOEBUY","US","BOSTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC296238845L","SHOEBUY COM","US","CHARLESTOWN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC296238842L","SHOEBUY COM","US","CHARLESTOWN","n.a.","n.a.","n.a.","n.a.","n.a."
"USC133116523L","SHOEBUY COM INC","US","BOSTON","n.a.","n.a.","n.a.","n.a.","n.a."
"USC296223113L","SHOES COM","US","CHARLESTOWN","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200101471407","SIFIKILE PROCUREMENT AND TRADING COMPANY (PTY) LTD","ZA","JOHANNESBURG","n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200501084407","SIMBALI INVESTMENTS (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"YYC*918499258","SOC. DE SERVICIOS DE MARKETING MDC LTDA","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"INC0006193802","SOLVY TECH SOLUTIONS PRIVATE LIMITED","IN","DELHI","n.a.","n.a.","n.a.","n.a.","n.a."
"NOC989417460","SOUTH WINDS AS","NO","OSLO","n.a.","22","0","22","0"
"ZAC199900139407","SPRINGS CASH AND CARRY (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"IEC573709","SPRUCE FINANCE, LIMITED","IE","DUBLIN 4","n.a.","2,264","n.a.","2,264","0"
"YYC*110190757429","SUNSHINE","n.a.",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CLC782984608","SUPERMERCADO LA FRONTERA LIMITADA","CL","TEMUCO, TEMUCO","n.a.","n.a.","n.a.","n.a.","n.a."
"CLC77795380K","SUPERMERCADOS METROPOLITANOS LIMITADA","CL","VINA DEL MAR, VALPARAISO","n.a.","n.a.","3","n.a.","n.a."
"CHCCHE114428037","SWISS ASIA MINOR GMBH","CH","SCHAFFHAUSEN","4","n.a.","n.a.","n.a.","n.a."
"ZAC199106018507","T G'S CASH AND CARRY (PTY) LTD","ZA","SANDTON","n.a.","n.a.","6,224","n.a.","n.a."
"CWC*948018434","TFB CORPORATION II N.V.","CW",,"n.a.","n.a.","n.a.","n.a.","n.a."
"CWC*921330806","TFB CORPORATION N.V.","CW",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC200202539507","THABILETRADE 22 (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
"GBC02403767","THE BURWOOD HOUSE GROUP LIMITED","GB","LEEDS","4","506","78","237","60"
"ZAC197300329707","THE DROPINN GROUP OF LIQUOR SUPERMARKETS (PTY) LTD","ZA",,"n.a.","n.a.","n.a.","n.a.","n.a."
"ZAC201303055107","THE FRUITSPOT (PTY) LTD","ZA","SANDTON","n.a.","n.a.","n.a.","n.a.","n.a."
