"Transaction ID","Announced Date","Closed Date","Transaction Type","Role","Target","Buyer/Investors","Sellers","Rounds","Round Type","Pre-Money Valuation ($mm)","Post-Money Valuation ($mm)","Size ($mm)","Aggregate Amount Raised ($mm)†"
"IQTR11314495",Aug-02-1999,Oct-01-1999,"Merger/Acquisition","Buyer","CanStates Holdings, Inc.","DuPont de Nemours, Inc. (NYSE:DD)","TransCanada PipeLines Limited","-","-","-","-","-","-"
"IQTR450898",Jul-31-1999,Dec-31-1999,"Private Placement","Buyer","ChemConnect, Inc.","Accenture Technology Ventures; DuPont de Nemours, Inc. (NYSE:DD); Eastman Ventures; Goldman Sachs Group, Merchant Banking Division (nka:West Street Capital Partners); Highland Capital Partners; IHS Chemical Week, Inc.; Institutional Venture Partners; Presidio Partners; Rohm and Haas Company; Weiss, Peck & Greer Venture Partners (nka:Lightspeed Venture Partners) Buyer Funds: CMEA Life Sciences Fund, L.P.; CMEA Ventures II, L.P.; Highland Capital Partners IV, L.P.; Institutional Venture Partners VIII, L.P.; Weiss, Peck & Greer Associates V, L.P.",,2,"Series B","-","-","  30.63 ","  34.96 "
"IQTR11899320",Jun-18-1999,Jun-18-1999,"Merger/Acquisition","Buyer","PT Pacific Indomas Pratama Indonesia","DuPont de Nemours, Inc. (NYSE:DD)","Salim Group","-","-","-","-","-","-"
"IQTR12762534",Oct-28-1998,Nov-30-1998,"Merger/Acquisition","Seller","Dow-United Technologies Composite Products, Inc.","GKN Aerospace Services Limited","DuPont de Nemours, Inc. (NYSE:DD); United Technologies Corporation (NYSE:UTX)","-","-","-","-","  62.5 ","-"
"IQTR12701520",Aug-31-1998,Sep-25-1998,"Merger/Acquisition","Seller","Dow Chemical Company, Plastic Lined Piping Products Division","Crane Resistoflex, Inc.","DuPont de Nemours, Inc. (NYSE:DD)","-","-","-","-","  24.0 ","-"
"IQTR13374642",Jun-24-1998,Aug-03-1998,"Merger/Acquisition","Seller","Radian International LLC","Dames & Moore Group","DuPont de Nemours, Inc. (NYSE:DD)","-","-","-","-","  117.0 ","-"
"IQTR22322579",Jun-01-1998,Jun-01-1998,"Merger/Acquisition","Seller","Chemtech II L.P.",,"DuPont de Nemours, Inc. (NYSE:DD)","-","-","-","-","  200.0 ","-"
"IQTR22322517",Jan-01-1998,"-","Merger/Acquisition","Buyer","Chemtech II L.P.","DuPont de Nemours, Inc. (NYSE:DD)",,"-","-","-","-","  210.0 ","-"
"IQTR1689900",Dec-31-1997,Dec-31-1997,"Merger/Acquisition","Buyer","Hampshire Chemical Corporation","DuPont de Nemours, Inc. (NYSE:DD)",,"-","-","-","-","-","-"
"IQTR281150415",Jun-07-1996,Jul-16-1996,"Merger/Acquisition","Seller","Univar Corporation","Koninklijke Vopak N.V. (ENXTAM:VPK)","DuPont de Nemours, Inc. (NYSE:DD)","-","-","-","-","  529.14 ","-"
"IQTR12072861",Dec-31-1995,"-","Merger/Acquisition","Buyer","Dendritech, Inc.","DuPont de Nemours, Inc. (NYSE:DD)","Michigan Molecular Institute","-","-","-","-","-","-"
"IQTR244990049",Nov-16-1987,Dec-31-1987,"Merger/Acquisition","Buyer","United Agriseeds, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",,"-","-","-","-","  45.0 ","-"
